iter	RMSE
796	2431.405803
797	2430.201749
798	2428.023988
799	2425.12304
800	2423.891994
801	2419.303658
802	2417.145931
803	2414.2045
804	2411.920628
805	2409.367391
806	2407.453263
807	2405.032155
808	2402.978393
809	2400.229233
810	2397.592104
811	2394.786368
812	2392.321736
813	2389.913429
814	2387.236916
815	2384.289499
816	2381.957271
817	2380.180704
818	2377.443298
819	2375.448815
820	2372.120741
821	2370.99034
822	2368.438071
823	2366.90443
824	2363.982692
825	2361.194413
826	2358.482861
827	2355.838178
828	2352.579988
829	2352.144559
830	2349.552664
831	2347.537648
832	2345.385866
833	2345.190754
834	2343.382103
835	2340.853688
836	2338.158066
837	2337.333207
838	2335.147735
839	2333.402523
840	2331.00319
841	2328.642321
842	2326.291376
843	2324.208893
844	2322.785691
845	2321.05845
846	2318.560299
847	2315.770858
848	2315.258104
849	2313.080284
850	2309.966679
851	2307.459352
852	2305.293971
853	2303.999093
854	2301.822887
855	2300.208986
856	2298.668427
857	2295.707175
858	2293.471511
859	2291.821523
860	2290.504596
861	2288.098362
862	2286.270371
863	2284.26277
864	2282.424872
865	2280.513021
866	2278.582851
867	2276.107599
868	2274.190499
869	2272.96404
870	2271.438109
871	2268.993758
872	2266.349089
873	2265.106713
874	2263.19962
875	2261.404537
876	2259.182473
877	2256.573792
878	2254.377156
879	2251.926865
880	2250.044804
881	2247.82125
882	2246.308664
883	2244.448803
884	2242.048793
885	2239.349798
886	2237.67137
887	2236.007787
888	2234.25565
889	2232.815564
890	2230.267005
891	2228.151413
892	2225.749652
893	2223.816365
894	2221.477083
895	2220.090993
896	2217.808557
897	2216.688998
898	2214.527008
899	2212.760059
900	2210.588322
901	2209.247093
902	2206.831092
903	2204.723155
904	2202.97516
905	2200.357911
906	2198.588035
907	2195.729733
908	2192.728422
909	2191.06734
910	2189.06468
911	2187.628882
912	2185.761672
913	2183.371704
914	2182.370607
915	2181.669736
916	2179.968816
917	2177.654121
918	2175.864317
919	2174.128217
920	2172.750636
921	2170.736871
922	2167.90272
923	2165.354462
924	2162.662842
925	2158.939458
926	2157.015854
927	2155.14311
928	2153.898492
929	2151.816735
930	2151.747125
931	2150.230503
932	2148.022939
933	2145.68511
934	2142.536816
935	2140.477665
936	2138.069891
937	2135.219734
938	2132.24526
939	2132.136492
940	2130.176247
941	2128.660386
942	2127.739451
943	2125.752677
944	2124.058801
945	2122.29402
946	2119.092176
947	2117.587001
948	2115.721084
949	2112.684972
950	2111.764079
951	2108.847926
952	2107.041995
953	2104.588308
954	2102.680795
955	2100.662548
956	2098.659245
957	2097.112722
958	2096.145475
959	2094.52892
960	2092.247086
961	2090.213723
962	2088.250678
963	2085.998939
964	2083.404366
965	2081.611516
966	2080.490631
967	2079.107859
968	2076.856005
969	2075.281925
970	2073.971419
971	2071.39942
972	2069.970374
973	2068.728981
974	2066.472225
975	2064.054168
976	2063.987215
977	2061.871996
978	2060.380735
979	2058.26639
980	2055.884728
981	2054.253789
982	2051.268864
983	2049.177224
984	2046.864282
985	2044.794542
986	2042.301429
987	2042.225679
988	2040.686831
989	2038.521494
990	2037.947529
991	2035.622272
992	2032.739386
993	2031.004084
994	2029.356609
995	2026.728051
996	2025.422171
997	2025.257167
998	2022.319002
999	2020.022178
1000	2018.272122
1001	2016.165328
1002	2014.462027
1003	2011.76188
1004	2010.760035
1005	2010.040431
1006	2007.195896
1007	2005.53116
1008	2003.639133
1009	2001.765833
1010	2000.058113
1011	1998.85492
1012	1996.378113
1013	1995.070809
1014	1992.915727
1015	1992.06199
1016	1991.179969
1017	1989.900905
1018	1988.80376
1019	1987.035885
1020	1985.549399
1021	1983.622469
1022	1982.331393
1023	1980.86288
1024	1979.387734
1025	1977.789495
1026	1976.304169
1027	1974.535003
1028	1972.18403
1029	1970.618731
1030	1968.751198
1031	1967.777321
1032	1966.198138
1033	1964.060892
1034	1962.545246
1035	1960.988503
