iter	Passed	Remaining
364	3739	15942
365	3750	15935
366	3763	15937
367	3776	15936
368	3788	15936
369	3801	15935
370	3813	15930
371	3825	15927
372	3836	15921
373	3847	15914
374	3861	15918
375	3871	15907
376	3883	15903
377	3895	15900
378	3908	15900
379	3921	15901
380	3933	15900
381	3947	15903
382	3958	15897
383	3967	15881
384	3981	15883
385	3992	15878
386	4008	15889
387	4020	15885
388	4031	15878
389	4046	15883
390	4057	15878
391	4073	15887
392	4087	15890
393	4100	15893
394	4113	15891
395	4127	15896
396	4139	15890
397	4152	15889
398	4167	15896
399	4181	15901
400	4196	15907
401	4210	15908
402	4223	15908
403	4237	15912
404	4253	15920
405	4266	15919
406	4280	15921
407	4291	15915
408	4303	15910
409	4319	15917
410	4331	15912
411	4332	15867
412	4346	15872
413	4359	15867
414	4374	15873
415	4387	15872
416	4399	15866
417	4411	15863
418	4423	15857
419	4443	15880
420	4461	15897
421	4474	15894
422	4487	15893
423	4500	15890
424	4512	15885
425	4524	15878
426	4535	15869
427	4538	15830
428	4549	15821
429	4560	15813
430	4571	15805
431	4584	15800
432	4596	15797
433	4608	15789
434	4622	15789
435	4633	15781
436	4645	15775
437	4657	15768
438	4669	15763
439	4681	15756
440	4693	15751
441	4705	15745
442	4708	15709
443	4720	15702
444	4732	15697
445	4744	15690
446	4755	15682
447	4768	15678
448	4778	15666
449	4790	15658
450	4801	15650
451	4812	15639
452	4823	15629
453	4837	15631
454	4848	15621
455	4860	15616
456	4873	15611
457	4886	15609
458	4898	15602
459	4909	15593
460	4921	15587
461	4934	15583
462	4946	15576
463	4958	15571
464	4970	15563
465	4986	15569
466	4998	15563
467	5011	15560
468	5023	15551
469	5035	15545
470	5048	15542
471	5059	15532
472	5071	15526
473	5085	15525
474	5098	15521
475	5110	15515
476	5122	15506
477	5135	15502
478	5147	15495
479	5158	15485
480	5171	15480
481	5182	15472
482	5195	15469
483	5207	15462
484	5218	15450
485	5231	15447
486	5242	15435
487	5254	15430
488	5266	15421
489	5279	15417
490	5291	15410
491	5301	15398
492	5315	15395
493	5333	15407
494	5347	15405
495	5364	15410
496	5383	15423
497	5396	15420
498	5411	15421
499	5425	15420
500	5444	15430
501	5467	15454
502	5482	15455
503	5499	15461
504	5515	15465
505	5532	15471
506	5535	15438
507	5551	15440
508	5566	15441
509	5569	15410
510	5585	15411
511	5599	15408
512	5613	15406
513	5626	15401
514	5639	15396
515	5652	15392
516	5668	15393
517	5681	15389
518	5694	15383
519	5752	15497
520	5764	15490
521	5776	15480
522	5786	15468
523	5800	15464
524	5815	15463
525	5828	15456
526	5842	15453
527	5857	15452
528	5870	15447
529	5885	15445
530	5897	15437
531	5907	15424
532	5921	15419
533	5931	15406
534	5942	15395
535	5954	15385
536	5965	15374
537	5976	15364
538	5991	15361
539	6003	15352
540	6015	15343
541	6027	15335
542	6043	15336
543	6054	15325
544	6065	15314
545	6078	15307
546	6089	15295
547	6103	15291
548	6115	15281
549	6126	15272
550	6139	15265
551	6150	15254
552	6164	15250
553	6177	15243
554	6180	15211
555	6193	15205
556	6204	15194
557	6218	15188
558	6230	15181
559	6242	15171
560	6256	15167
561	6270	15162
562	6282	15153
563	6296	15149
564	6308	15140
565	6320	15131
566	6332	15122
567	6345	15114
568	6355	15102
569	6367	15092
570	6379	15083
571	6390	15072
572	6402	15062
573	6414	15052
574	6426	15043
575	6439	15037
576	6451	15026
577	6465	15022
578	6478	15015
579	6491	15007
580	6502	14997
581	6513	14985
582	6525	14976
583	6539	14970
584	6552	14963
585	6563	14953
586	6574	14941
587	6586	14932
588	6601	14928
589	6612	14916
590	6625	14910
591	6627	14878
592	6638	14865
593	6650	14857
594	6660	14843
595	6671	14831
596	6683	14821
597	6694	14810
598	6706	14802
599	6719	14795
600	6730	14782
601	6743	14774
602	6757	14769
603	6769	14760
604	6781	14751
605	6793	14742
606	6808	14739
607	6821	14732
608	6834	14724
609	6846	14713
610	6858	14704
611	6869	14693
612	6881	14683
613	6892	14672
614	6905	14663
615	6917	14654
616	6930	14648
617	6941	14635
618	6954	14627
619	6966	14618
620	6977	14606
621	6988	14595
622	7000	14585
623	7011	14573
624	7022	14562
625	7034	14552
626	7047	14545
627	7061	14538
628	7062	14506
629	7074	14497
630	7085	14485
631	7099	14479
632	7111	14470
633	7122	14458
634	7134	14449
635	7135	14417
636	7147	14407
637	7159	14396
638	7171	14388
639	7183	14377
640	7195	14368
641	7205	14355
642	7216	14342
643	7227	14331
644	7240	14324
645	7252	14313
646	7265	14305
647	7278	14299
648	7292	14293
649	7304	14282
650	7317	14274
651	7329	14264
652	7347	14267
653	7362	14263
654	7376	14257
655	7388	14247
656	7401	14239
657	7414	14232
658	7426	14222
659	7439	14213
660	7449	14201
661	7461	14190
662	7473	14179
663	7484	14169
664	7496	14159
665	7508	14149
666	7521	14140
667	7534	14132
668	7547	14124
669	7558	14113
670	7569	14101
671	7581	14091
672	7593	14081
673	7605	14072
674	7617	14061
675	7629	14050
676	7640	14039
677	7652	14030
678	7663	14017
679	7676	14009
680	7690	14003
681	7701	13992
682	7714	13983
683	7731	13982
684	7749	13982
685	7768	13985
686	7786	13986
687	7801	13982
688	7820	13983
689	7835	13978
690	7853	13979
691	7868	13974
692	7883	13969
693	7884	13939
694	7898	13933
695	7911	13924
696	7922	13912
697	7936	13906
698	7948	13896
699	7964	13891
700	7975	13880
701	7986	13868
702	7998	13858
703	8010	13847
704	8021	13835
705	8035	13828
706	8047	13818
707	8060	13809
708	8072	13798
709	8084	13789
710	8097	13780
711	8109	13769
712	8121	13759
713	8133	13749
714	8146	13740
715	8159	13731
716	8160	13702
717	8171	13691
718	8184	13683
719	8199	13677
720	8215	13673
721	8220	13651
722	8234	13645
723	8248	13637
724	8261	13628
725	8274	13620
726	8288	13611
727	8300	13602
728	8312	13592
729	8325	13583
730	8328	13557
731	8331	13532
732	8343	13522
733	8357	13514
734	8370	13507
735	8372	13479
736	8384	13469
737	8398	13463
738	8414	13458
739	8427	13450
740	8440	13440
741	8441	13413
742	8452	13401
743	8464	13391
744	8477	13381
745	8491	13374
746	8502	13362
747	8514	13352
748	8526	13342
749	8538	13331
750	8551	13321
751	8561	13308
752	8574	13299
753	8585	13288
754	8597	13278
755	8610	13268
756	8621	13257
757	8634	13247
758	8648	13240
759	8661	13230
760	8673	13220
761	8685	13209
762	8697	13199
763	8709	13189
764	8721	13178
765	8733	13168
766	8747	13161
767	8763	13156
768	8765	13131
769	8778	13122
770	8790	13112
771	8803	13102
772	8816	13092
773	8829	13083
774	8840	13072
775	8854	13065
776	8867	13056
777	8879	13045
778	8892	13036
779	8904	13025
780	8917	13017
781	8929	13005
782	8932	12982
783	8945	12973
784	8958	12964
785	8971	12954
786	8983	12944
787	8996	12935
788	9008	12924
789	9021	12915
790	9036	12908
791	9047	12896
792	9058	12885
793	9070	12875
794	9081	12862
795	9095	12854
796	9106	12843
797	9119	12832
798	9132	12824
799	9145	12814
800	9158	12805
801	9170	12795
802	9181	12783
803	9194	12773
804	9205	12761
805	9218	12752
806	9235	12748
807	9251	12743
808	9264	12734
809	9276	12723
810	9288	12713
811	9300	12702
812	9313	12692
813	9325	12682
814	9337	12671
815	9350	12661
816	9361	12650
817	9375	12642
818	9388	12632
819	9400	12621
820	9413	12613
821	9428	12606
822	9440	12595
823	9452	12583
824	9464	12572
825	9475	12561
826	9487	12550
827	9500	12540
828	9512	12530
829	9515	12507
830	9527	12497
831	9538	12485
832	9549	12472
833	9551	12449
834	9563	12438
835	9575	12427
836	9589	12418
837	9590	12394
838	9601	12382
839	9616	12375
840	9627	12363
841	9639	12352
842	9652	12343
843	9665	12333
844	9678	12324
845	9691	12314
846	9706	12307
847	9718	12296
848	9734	12291
849	9748	12282
850	9761	12274
851	9776	12266
852	9790	12257
853	9803	12248
854	9814	12237
855	9826	12225
856	9839	12215
857	9851	12204
858	9863	12194
859	9874	12182
860	9877	12160
861	9890	12150
862	9904	12142
863	9916	12131
864	9930	12123
865	9941	12111
866	9953	12100
867	9964	12088
868	9976	12077
869	9990	12068
870	10002	12058
871	10013	12045
872	10026	12036
873	10038	12025
874	10051	12015
875	10062	12004
876	10074	11992
877	10086	11982
878	10097	11969
879	10109	11958
880	10120	11947
881	10133	11936
882	10146	11927
883	10157	11915
884	10169	11904
885	10180	11892
886	10194	11883
887	10209	11876
888	10220	11864
889	10231	11852
890	10242	11840
891	10254	11829
892	10267	11819
893	10283	11813
894	10297	11804
895	10309	11794
896	10323	11785
897	10334	11773
898	10346	11762
899	10359	11752
900	10370	11739
901	10385	11732
902	10397	11721
903	10409	11710
904	10419	11697
905	10431	11686
906	10444	11676
907	10457	11667
908	10470	11656
909	10482	11645
910	10494	11635
911	10507	11624
912	10519	11613
913	10532	11604
914	10545	11594
915	10547	11572
916	10560	11562
917	10572	11551
918	10584	11540
919	10596	11529
920	10610	11520
921	10623	11510
922	10635	11499
923	10648	11489
924	10661	11479
925	10673	11469
926	10686	11458
927	10698	11447
928	10711	11438
929	10724	11428
930	10725	11405
931	10738	11395
932	10750	11384
933	10761	11372
934	10776	11363
935	10787	11352
936	10800	11341
937	10813	11332
938	10825	11320
939	10826	11298
940	10841	11290
941	10853	11280
942	10867	11270
943	10879	11260
944	10894	11251
945	10906	11241
946	10917	11229
947	10930	11218
948	10942	11207
949	10956	11198
950	10969	11188
951	10981	11177
952	10993	11166
953	11006	11156
954	11019	11146
955	11033	11137
956	11046	11127
957	11057	11115
958	11071	11105
959	11085	11096
960	11107	11095
961	11120	11086
962	11133	11076
963	11145	11064
964	11157	11053
965	11171	11044
966	11186	11035
967	11198	11025
968	11211	11014
969	11224	11005
970	11237	10994
971	11250	10984
972	11262	10973
973	11277	10964
974	11290	10954
975	11302	10943
976	11303	10921
977	11314	10909
978	11329	10901
979	11342	10890
980	11355	10880
981	11367	10869
982	11379	10858
983	11391	10847
984	11402	10835
985	11416	10825
986	11427	10813
987	11429	10792
988	11441	10782
989	11454	10771
990	11456	10751
991	11470	10741
992	11482	10730
993	11494	10719
994	11507	10709
995	11520	10699
996	11534	10690
997	11536	10669
998	11547	10657
999	11558	10645
1000	11572	10636
1001	11583	10623
1002	11597	10615
1003	11611	10605
1004	11626	10596
1005	11640	10587
1006	11654	10577
1007	11667	10567
1008	11679	10556
1009	11694	10547
1010	11705	10536
1011	11720	10527
1012	11732	10516
1013	11745	10505
1014	11757	10495
1015	11768	10483
1016	11782	10473
1017	11795	10463
1018	11810	10454
1019	11823	10443
1020	11836	10433
1021	11848	10422
1022	11860	10411
1023	11875	10402
1024	11887	10391
1025	11899	10379
1026	11911	10369
1027	11923	10358
1028	11936	10347
1029	11948	10335
1030	11962	10326
1031	11974	10315
1032	11986	10304
1033	12003	10296
1034	12017	10287
1035	12033	10279
